Oversikt over snøskredulykker;;;;;http://www.varsom.no/Util/login.aspx?ReturnUrl=/varsomui;;;;http://tst-www.varsom.no/Util/login.aspx?ReturnUrl=%2fvarsomui;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GULMERKET: Celler med døde eller ukjent involverte;;;;;;;;;Hei igjen;;totalt ant.;;;;;;;"S Sender,Søkestand, Spade
I Ingen
? Ukjent";;vedvarende svakt lag hvis dette er bekreftet. Ellers bruk flakskred om dette er kjent. Alt. Skavl, løssnøskred, ukjent;;;;;;;;;;;;;;;;
Blå kolonner skal vises i sesongliste på varsom. Røde er obligatoriske.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dato;Døde;Skredtatte;Aktivitet;Utløst;Sted;Kommune;Fylke;regobs.no regID;varsom.no nyhet eller rapport;Beskrivelse;Involvert;"Skadet/
omkommet";"Totalt 
begravd";"Delvis
begravd";"Tatt, 
men ikke
 begravd";"Nære på,
 men ikke 
tatt";Najonalitet;"Alder
(-årene)";Skredutstyr;"Middels til 
mye erfaring";type skred;skred-størrelse;guide;;;;;;;;;;;;;;
12.03.18;0;0;Ski;M;Fagernesfjellet;Narvik;Nord.;150021;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
11.03.18;0;0;Ski;M;Talstadhesten;Fræna;M&R;149802;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.18;0;0;Ski;M;Tverrbakktinden;Lyngen;Troms;149738;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.18;0;0;Ski;M;Valdresflye;Vang;Oppl.;149665;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.18;0;0;Ski;M;Rottenvikvatnet;Lyngen;Troms;149574;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;4;;;;;;;;;;;;;;;;;;;;;;;;;;
07.03.18;0;0;Ski;M;Jomfrutindan;Vågan;Nord.;149387;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
06.03.18;0;0;Ski;M;Grønahorgi;Voss;Hord.;149162;;Fire skiløpere utløste lite skred. Ingen tatt. Ingen skadet.;4;;;;;;;;;;;;;;;;;;;;;;;;;;
06.03.18;0;0;Ski;M;Sandnestinden;Fræna;M&R;149157;;Skiløpere fjernutløste lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
04.03.18;0;9;Ski;M;Vannaksla;Karlsøy;Troms;149056;;Gruppe på 9 utløste skred str.3 og alle ble tatt. 1 skadet, 2 fraktet til UNN;9;2;;2;7;;sveitsisk;;;;flakskred;3;;;;;;;;;;;;;;;
04.03.18;0;1;Ski;M;Bollfjellet;Tjeldsund;Nord.;148850;;Skiløper i gruppe på 3 falt og fjernutløste skred Ble ført med 10 meter. Kom seg ut selv. Ikke skadet.;3;;;;1;;;;;;;;;;;;;;;;;;;;;;
04.03.18;0;0;Ski;M;Hornaberg;Voss;Hord.;148925;;Fjellskiløper fjernutløste lite skred. Ingen tatt. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.18;0;0;Ski;M;Haukelifjell;Odda;Hord.;148683;;Skiløper utløste løssnøskred som igjen utløste flakskred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.18;0;0;Ski;M;Skitntinden;Tromsø;Troms;148662;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.18;0;0;Ski;M;Låvan;Kvænangen;Finn.;148685;;Skiløper fjernutløste skred på 200 meters avstand. Ingen tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.18;0;0;Ski;M;Trollvatnet;Karlsøy;Troms;148720;;Skiløper på isfisketur fjernutløste skred i lite heng. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.18;0;0;Ski;M;Vetlebotn;Sogndal;S&F;148541;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.18;0;1;Ski;M;Storhøi;Lom;Oppl.;148633;;Skiløperutløst skred. Ført med skredmassene 50 meter. Ikke begravd. Kom seg ut ved egen hjelp. Ikke skadet.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
02.03.18;0;0;Ski;M;Nipa;Jølster;S&F;148555;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.18;0;0;Ski;M;Storebotnen;Førde;S&F;148504;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.18;0;3;Ski;M;Langfjordbotn;Alta;Finn.;148543;https://varsom.no/media/2060/rapport-hendelse-alta-mars-2018.pdf;Skoleklasse på tur utløste skred. 3 tatt. En skadet og fløyet til sykehus;3;1;;3;;;norsk;20;ja;;flakskred;2;;;;;;;;;;;;;;;
01.03.18;0;0;Ski;M;Sjufjellet;Balsfjord;Troms;148338;;Gruppe utløste skred. Ingen tatt. Ingen skadet;2;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.18;0;0;Ski;M;Hans Meyer fjellet;Vågan;Nord.;148650;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.18;0;0;Snøskuter;M;Stora Dygråtjødn;Sirdal;V-A;148587;;Snøøscooterfølge på 3 fjernutløste skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.18;0;0;Bil;N;Tusenvikskardet;Sør-Varanger;Finn.;148152;;Skred over vei.  Bil kjøret inn i skredet. Ingen skadet;0;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.18;0;1;Ski;M;Vidden;Bergen;Hord.;148177;;Skiløper løste ut skred og ble ført med et stykke nedover. Kom seg ut for egen hjelp. Ikke skadet.;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
28.02.18;0;1;Ski;M;Storebottseggi;Voss;Hord.;148167;;Skiløperutløste lite skred. Ble tatt, men ikke skadet.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
28.02.18;0;0;Ski;M;Haukelifjell;Vinje;Tele.;148176;;Skiløper fjernutløste lite skred. Ikke tatt.Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.18;0;5;Ski;M;Nonstinden, Kvaløya;Rauma;M&R;148130;;Seks skiløpere utløste og fem tatt av skred. Alle kom seg uskadet ut av skredet. Mistet utstyr. Sjekket av helsepersonell, men ok.;6;;;5;;;;;;;;;;;;;;;;;;;;;;;
27.02.18;0;0;Ski;M;Bondalseidet;Ørsta;M&R;147937;;Skiløper utløste lite skred. Ingen tatt, ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.18;0;0;Ski;M;Synnevaskjer;Sogndal;S&F;147965;;Skiløper fjernutløste lite skred. Ikke tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.18;0;1;Ski;M;Flæfjellet;Samnanger;Hord.;147955;;Skiløper utløste flere småskred. Ble ført ned et stykke, men kom seg ut ved egen hjelp. Ikke skadet;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
26.02.18;0;1;Ski;M;Loftskardtinden;Rauma;M&R;147773;;Skiløperutløst skred. Klarte å kjøre ut av skredet. Ingen skadet.;2;;;;1;;;;;;;;;;;;;;;;;;;;;;
24.02.18;0;0;Ski;M;Heggmoen;Hemnes;Nord.;147522;;To skiløpere fjernutløste skred. Ingen tatt. Skredet nådde akkurat ned stil skiløperne. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
24.02.18;0;0;Ski;M;Budalstinden;Vågan;Nord.;147530;;To skiløpere fjernutløste skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.18;0;0;Snøskuter;M;Kapp Schoultz bakken;Svalbard;Sval.;147415;;Stort flakskred fjernutløst av snøscooterfølge. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
21.02.18;0;0;Ski;M;Ulriken;Bergen;Hord.;147628;;Skred utløst av skiløper som klarte å kjøre ut av skredet uten å bli tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
21.02.18;0;0;Ski offpist;M;Hemsedal skisenter;Hemsedal;Busk.;147009;;Skred utløst i alpinanlegg. Mange skispor i nærheten. Men ingen nærmere observasjon om hendelsen.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
15.02.18;0;1;Ski;M;Fjellbergskaret;Suldal;Roga.;145723;;Skiløperutløst skred nær hyttebebyggelse. Begravd 20 cm.under snøen, men gravde seg selv ut. ;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.02.18;0;0;Ski;M;Myklebust fjellet;Flora;S&F;145448;;Skiløperutløst skred. Usikkert hvor mange som var involvert.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
13.02.18;0;1;Ski;M;Livarden;Bergen;Hord.;145440;;Fjernutløst skred. En ført med og delvis begravd, men kom seg ut ved egen hjelp.;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.02.18;0;0;Ski offpist;M;Hemsedal skisenter;Hemsedal;Busk.;145385;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;4;;;;;;;;;;;;;;;;;;;;;;;;;;
11.02.18;0;3;Ski;K;Hunnedalen;Gjesdal;Roga.;145590;;Utløst av folk på skitur på vei til hytte. 3 tatt. En begravd, en delvis begravd. Gravd frem av folk i turfølget. Til sykehus, men det gikk bra. Mor med to barn.;3;;2;1;;;norsk;3, 17 og mor;nei;;;;;;;;;;;;;;;;;;
10.02.18;0;0;Ski;M;Slåtto;Hol;Busk.;145004;;Lite løssnøskred utløst. Ingen tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
10.02.18;0;0;Ski offpist;M;Skianlegg Svandalen;Sauda;Roga.;145090;;Skiløperutløst skred i skianlegg. Vanskelig å si hvor mange involverte.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.02.18;0;0;Ski;M;Skarelvfjellet;Lenvik;Troms;144094;;Lite fjernuløst skred. Ingen tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.02.18;0;0;Ski;M;Tverrfjellet;Forsand;Roga.;144203;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
03.02.18;0;0;Ski offpist;M;Trysilfjellet;Trysil;Hedm.;144003;;Skiløperutløst skred?;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.02.18;0;0;Ski;M;Krossen;Vinje;Tele.;143846;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.02.18;0;0;Ski;M;Tråna;Sogndal;S&F;143824;;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet.;4;;;;;;;;;;;;;;;;;;;;;;;;;;
02.02.18;0;0;Ski;M;Hemsedal;Hemsedal;Busk.;143788;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
31.01.18;0;0;Ski;M;Høganibba;Luster;S&F;143456;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
31.01.18;0;1;Ski;M;Gjuratinden;Rauma;M&R;143488;https://www.friflyt.no/Ski/Jeg-hadde-kjempeflaks;Skiløperutløst skred str.2. En tatt og skadet. Flere klipper. Fraktet til sykehus;2;1;;1;;;norsk;20-30;ja;;flakskred;2;;;;;;;;;;;;;;;
27.01.18;0;0;Ski;M;Sjøholt;Ørskog;M&R;142723;;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
27.01.18;0;0;Ski;M;Trollheimen;Oppdal;S-T;142677;;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
26.01.18;0;0;Ski;M;Rødtinden;Tromsø;Troms;142523;;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
26.01.18;0;0;Ski offpist;M;Strandafjellet alpinanlegg;Stranda;M&R;142924;;Skikjørere utløste lite skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.18;0;0;Ski;M;Lifjell;Bø;Tele.;142326;;Skiløpere fjernutløste lite skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.18;0;0;Snøskuter;M;Torsetlia;Nore og Uvdal;Busk.;142850;;Skred fjernuløst av snøscootere. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.18;0;0;Ski;M;Heimerdalen;Ibestad;Troms;152793;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.18;0;0;Ski;M;Longyearbyen;Svalbard;Sval.;142112;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
21.01.18;0;0;Ski;M;Børrenøse;Vang;Oppl.;141585;;Skiløperutløst lite skred. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.18;0;1;Ski;M;Flæfjellet;Samnanger;Hord.;141638;;Skiløperutløst skred str.2. En tatt. Kom seg ut selv. Ingen skadet.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
17.01.18;0;0;Ski;M;Vatnasete;Sogndal;S&F;141126;;Skiløperutløst lite skred. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
10.01.18;0;0;Ski;M;Kvamshalsen;Sogndal;S&F;139975;;Skiløperutløst lite skred. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
08.01.18;0;0;Ski;M;Sollifjellet;Harstad;Nord.;139630;;Skiløperutløst skred. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
07.01.18;0;1;Ski;M;Løkjestølane;Hemsedal;Busk.;139141;;Skiløper utløst lite skred. Ført med få meter. Ingen skadet.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
07.01.18;0;1;Ski;M;Golsfjellet;Gol;Busk.;139165;;Skiløperutløst skred. En ble sittende fast. Kom seg ut ved venners hjelp. Ingen skadet;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;0;Ski;M;Limstrandtinden;Vestvågøy;Nord.;138942;;Skiløpere utløste skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;0;Ski;M;Tjorbufjell;Seljord;Tele.;138955;;Skiløpere fjernutløste lite skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;0;Ski;M;Skogshorn;Hemsedal;Busk.;138890;;Skiløperutløst skred.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;0;Ski;M;Lågfjellet;Harstad;Nord.;138930;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;0;Ski;M;Blåøret;Oppdal;S-T;138947;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;0;Ski;M;Svarthetta;Hemsedal;Busk.;138974;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.18;0;1;Ski offpist;M;Trollhøi;Vågå;Oppl.;138969;;Skiløper utløst skred. En tatt og skadet. Fraktet ut av Luftambulansen.;2;1;;1;;;;;;;flakskred;2;;;;;;;;;;;;;;;
05.01.18;0;0;Ski;M;Bjørnstegfjellet;Luster;S&F;138790;;Skiløper fjernuløste lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
05.01.18;0;0;Ski;M;Fagernesfjellet;Narvik;Nord.;138792;;Skiløpere utløst skred. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
31.12.17;0;1;Ski;M;Skjervan;Rauma;M&R;138096;;Skiløperutløst skred. En tatt. Ingen skadet.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
31.12.17;0;0;Ski;M;Utskarpen;Rana;Nord.;138029;;Skiløperutløst skred. Ingen skadd.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
30.12.17;0;0;Ski;M;Geithedlar;Sirdal;V-A;137868;;Lite flakskred fjernutløst av skijører. Ingen tatt. ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
30.12.17;0;1;Ski;M;Grøvfjellet;Vefsn;Nord.;137857;;Skiløperutkøst lite skred. En ble stående fast med beina i snøen, men kom seg løs ved egen hjelp.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
30.12.17;0;1;Ski;M;Steinskardtinden;Tromsø;Troms;137874;;Skiløperutløst skred. Klarte å kjøre ut av skredet. Ingen skadet;2;;;;1;;;;;;;;;;;;;;;;;;;;;;
26.12.17;0;0;Ski offpist;M;Rauma skisenter;Rauma;M&R;137237;;Skiløperutløst skred nært skitrekk. Ingen tatt.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
24.12.17;0;0;Ski;M;Blåtinden;Vågan;Nord.;136998;;Skiløper utløste lite skred i renne. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
18.12.17;0;1;Ski;M;Sonlifjellet;Meråker;N-T;135966;;Skiløper utløste skred og ble tatt. Kom seg ut ved egen hjelp og var uskadd.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
17.12.17;0;1;Ski;M;Mannfjellet;Meråker;N-T;135841;;Skiløpere utløste skred og ble ført med 5 meter. Ingen skadd.;2;;;;1;;;;;;;;;;;;;;;;;;;;;;
17.12.17;0;0;Ski;M;Auskjeret;Sykkylven;M&R;135886;http://www.smp.no/nyheter/2017/12/17/Sykkylven-Sn%C3%B8skred-p%C3%A5-Auskjeret-15766825.ece?cx_front_click=baseline_test&cx_front_click_place=3&cx_front_click_articles=4;Skiløpere utløste skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
13.12.17;0;0;Snøskuter;M;Sultinden;Lenvik;Troms;135862;;Snøscooterutløst lite skred. Ingen skadet eller begravet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
10.12.17;0;1;Bil;N;Dølsteinfonna;Rauma;M&R;134794;;Naturlig utløst skred. Bobil truffet.Skredvoll tok mesteparten av støyten. Ingen skadet.;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
08.12.17;0;2;Ski;M;Fagerfjellet;Tromsø;Troms;134651;;Skiløpere utløste skred. To tatt. Ingen begravd. Ingen skadet;2;;;2;;;;;;;;;;;;;;;;;;;;;;;
27.05.17;0;0;Ski;M;Alnestinden;Rauma;M&R;132874;http://www.andalsnes-avis.no/nyheter/2017/05/27/Skil%C3%B8per-utl%C3%B8ste-ras-fra-Alnestind-14788838.ece;Skiløper utløste skred. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.17;0;1;Ski;M;Hinnstein;Harstad;Troms;127662;;Skiløpere utløste våtsnøskred. Ble tatt med et stykke nedover, men ikke skadet.;2;;;;1;;;;;;;;;;;;;;;;;;;;;;
14.05.17;0;0;Ski;M;Helgelandsbukken;Meløy;Nord.;127591;;Skiløper utløste to små skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.17;0;0;Ski;M;Breidtinden;Vågan;Nord.;127583;;Skikjører utløste lite vått skred. Ingen tatt. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.17;0;0;Ski;M;Gullesfjorden;Kvæfjord;Nord.;127584;;Lite vått flakskred utløst av 2 skijørere. Ingen tatt. Ingen skadet;2;;;;;;;;;;;;;;;;;;;;;;;;;;
13.05.17;0;1;Ski;M;Blåtinden;Ørsta;M&R;132876;;Skikjører løste ut og ble tatt av våtskred. Kom seg ut ved egen hjelp. Ingen skadet. Info fra  FB gruppe Toppturer i Nordvest;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
07.05.17;0;0;Ski;M;Storsteinnestindan;Tromsø;Troms;126965;;Gruppe på tur utløste lite skred. Ingen tatt. Ingen skadet.;4;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.17;0;0;Ski;M;Altbreen;Longyearbyen;Sval.;127008;;Skiløper utløste skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.17;0;0;Ski;M;Raudvassfjellet;Hattfjelldal;Nord.;126381;;To skikjørere fjernutløste skred.Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.17;0;0;Snøbrett;M;Ottofjellet;Longyearbyen;Sval.;126385;;Snowboarder fjernutløste lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.17;0;0;Ski;M;Skålatårnet;Stryn;S&F;126153;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.17;0;0;Ski;M;Holebudalen;Odda;Hord.;126212;;Skiløper utløst skred. Kingen tatt. Ingen skadet;2;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.17;0;0;Ski;M;Børvasstindan;Bodø;Nord.;126080;;Skikjører utløsteskred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.17;0;5;Ski;M;Tunga;Sunndal;M&R;126073;;Gruppe på seks utløste skred og ble tatt av skred. Stort. En skadet og hentet med helikopter. Erfaren gruppe.;6;1;;5;;;norsk;50;ja;ja;vedvarende svakt lag;4;;;;;;;;;;;;;;;
29.04.17;0;0;Ski;M;Rundhøe;Lom;Oppl.;126142;;Gruppe med tre utløste skred. Ingen tatt. Ingen skadet.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.17;0;0;Ski;M;Hellstugubreen;Lom;Oppl.;126133;;Skiløper utløst skred. Ingen tatt. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.17;0;3;Ski;M;Solbjørgnipa;Voss;Hord.;125987;;Gruppe på tre utløste skred. 3 tatt. Kom seg ut ved egen hjelp. Ingen skadet.;3;;;1;2;;;;;;;;;;;;;;;;;;;;;;
23.04.17;0;0;Ski;M;Bjørnråfjellet;Sortland;Nord.;125292;;Gruppe på to utløste skred. ;2;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.17;0;0;Ski;M;Stortinden;Sortland;Nord.;125287;;Gruppe på fire fjernutløste skred. Ingen tatt. Ingen sakdet.;4;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.17;0;0;Ski;M;Heggmotinden;Bodø;Nord.;125290;;Skikjørere utløste skred. Ingen tatt. Ingen skadet.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.17;0;0;Ski;M;Storsteinnestindan;Tromsø;Troms;125161;;Skikjører utløste skred. Sto igjen ved bruddkant.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.17;0;0;Ski;M;Haukelifjell;Odda;Hord.;125166;;Skikjører fjernutløste skred. Ingen tatt. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.17;0;0;Ski;M;Kistrandfjellet;Bodø;Nord.;125104;;Gruppe med skikjørere fjernutløste skred. Ingen tatt. Ingen skadet;8;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;0;Ski;M;Hans Meyer fjellet;Vågan;Nord.;125035;;Skiløper fjernutløste skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;0;Ski;M;Torskmannen;Vågan;Nord.;125042;;Gruppe fjernutløste skred fra rygg. Ingen tatt. Ingen skadet;6;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;1;Ski;M;Lyngseidet;Lyngen;Troms;125054;;Skikjører tatt av skred og ført nedover enne. Kom seg ut ved egen hjelp. Ingen skadet.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;0;Ski;M;Valnesfjorden;Fauske;Nord.;125009;;Gruppe med skikjørere fjernutløste skred. Ingen tatt. Ingen skadet;6;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;0;Ski;M;Brubrekka;Hadsel;Nord.;125022;;Skiløper fjernutløste skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;1;Ski;M;Surtningsbreen;Luster;S&F;125036;;3 skiløpere utløste skred. 1 tatt og delvis begravd. Var synlig og kom seg ut uten skader.;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
21.04.17;0;0;Ski;M;Sørkjosen;Nordreisa;Troms;124981;;Skiløperutløst skred i konveks formasjon. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.17;0;0;Ski;M;Rambjørgebotn;Jølster;S&F;124579;;Skiløperutløst skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
16.04.17;0;0;Ski;M;Ljosura;Eid;S&F;124395;;Skiløpere utløste to små skred. Ingen tatt.Ingen skadet;6;;;;;;;;;;;;;;;;;;;;;;;;;;
15.04.17;0;0;Ski;M;Borgarebu;Voss;Hord.;124287;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
15.04.17;0;0;Ski;M;Svartisen;Rødøy;Nord.;124300;;Fjellskiutløperutløst skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
15.04.17;0;0;Ski;M;Hemsedal;Hemsedal;Busk.;124301;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
14.04.17;0;1;Ski;M;Stavsnuten;Odda;Hord.;124293;;Skiløperutløst skred. En tatt. Ingen skadet.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
14.04.17;0;0;Ski;M;Storhaugen;Oppdal;S-T;124177;;Skiløper utløste skred på konveks formasjon. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
14.04.17;0;1;Ski;M;Kattfjordeidet;Tromsø;Troms;124208;;Skiløper utløst skred. Kom seg ut ved egen hjelp. Ingen skadet;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.04.17;0;1;Ski;M;Andørja;Ibestad;Troms;124051;;Skred utløst av skikjører. Fikk kjørt ut av skredet. Ingen skadet.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
13.04.17;0;0;Ski;M;Kvaløya;Tromsø;Troms;124087;;Skiløperutløst skred. Ingen tatt, ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.17;0;2;Snøbrett;M;Store Jægervasstinden;Lyngen;Troms;124086;;To splitboardere utløste skred. Ble ført med nedover. Kom seg ut ved egen hjelp. Ingen skadet.;2;;;2;;;;;;;;;;;;;;;;;;;;;;;
